code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_score,total_clicks,date_registration,date_unregistration,Normalised_score,Engagement_score,Score_category
DDD,2013B,2546792,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,0,82,-30,18,0,82,Zero
DDD,2013B,2547321,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,6.47097E+27,939,-115,?,6.67181E-05,6.47097E+27,High
DDD,2013B,2547402,M,South East Region,Lower Than A Level,50-60%,0-35,2,180,Y,Pass,6.86979E+25,912,-24,?,7.08301E-07,6.86979E+25,High
DDD,2013B,2549875,M,Ireland,Post Graduate Qualification,?,0-35,1,120,N,Pass,8.17791E+27,652,-170,?,8.43173E-05,8.17791E+27,High
DDD,2013B,2549939,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass,8.2809E+27,1726,-71,?,8.53792E-05,8.2809E+27,High
DDD,2013B,2554973,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,3.93648E+11,965,-24,163,4.05866E-21,3.93648E+11,High
DDD,2013B,2571497,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,9.19E+23,1162,-102,?,9.47523E-09,9.19E+23,High
DDD,2013B,2581822,M,West Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Withdrawn,7.17453E+15,941,-22,207,7.39721E-17,7.17453E+15,High
DDD,2013B,2585285,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,8.17391E+27,2766,-24,?,8.4276E-05,8.17391E+27,High
DDD,2013B,2586026,M,South West Region,Lower Than A Level,50-60%,35-55,1,60,N,Fail,20,10,-55,?,2.06207E-31,30,Low
DDD,2013B,2594888,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,200,Y,Pass,9.08988E+27,540,-92,?,9.372E-05,9.08988E+27,High
DDD,2013B,2602486,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,8.76385E+27,3135,-25,?,9.03585E-05,8.76385E+27,High
DDD,2013B,2604660,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,54382047,404,-71,145,5.60699E-25,54382451,High
DDD,2013B,2604698,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,4,300,Y,Withdrawn,73,70,-28,65,7.52657E-31,143,High
DDD,2013B,2607945,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,47,168,-34,48,4.84588E-31,215,Medium
DDD,2013B,2611779,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,6.66676E+27,2033,-152,?,6.87368E-05,6.66676E+27,High
DDD,2013B,2614272,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,0,0,-21,-16,0,0,Zero
DDD,2013B,2615892,M,South Region,A Level or Equivalent,40-50%,35-55,0,110,N,Pass,8.48796E+27,4171,-34,?,8.7514E-05,8.48796E+27,High
DDD,2013B,2621590,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,62463573,221,-116,?,6.44023E-25,62463794,High
DDD,2013B,2624569,F,South Region,HE Qualification,80-90%,35-55,1,60,N,Withdrawn,6.95755E+11,277,-21,211,7.17349E-21,6.95755E+11,High
DDD,2013B,2624720,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,Y,Fail,5.65759E+25,3704,-120,?,5.83319E-07,5.65759E+25,High
DDD,2013B,2626179,M,East Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,N,Pass,6.76469E+25,578,-136,?,6.97465E-07,6.76469E+25,High
DDD,2013B,2628025,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,513643,223,-79,?,5.29585E-27,513866,High
DDD,2013B,2629511,F,Wales,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn,0,0,-73,-25,0,0,Zero
DDD,2013B,2632491,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,6861403325,310,-51,?,7.07436E-23,6861403635,High
DDD,2013B,2633235,F,North Region,A Level or Equivalent,?,0-35,0,60,N,Pass,7.08587E+28,2330,-192,?,0.00073058,7.08587E+28,High
DDD,2013B,2636225,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,8.78391E+27,1950,-44,?,9.05654E-05,8.78391E+27,High
DDD,2013B,2636885,F,Yorkshire Region,A Level or Equivalent,Oct-20,35-55,1,120,N,Withdrawn,7459638317,705,-23,136,7.69117E-23,7459639022,High
DDD,2013B,2639451,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,2,180,Y,Distinction,9.898E+29,1526,-176,?,0.010205207,9.898E+29,High
DDD,2013B,2640063,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,2769,166,-9,?,2.85494E-29,2935,High
DDD,2013B,2640992,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,1,150,N,Fail,7.36887E+15,1450,-21,?,7.59758E-17,7.36887E+15,High
DDD,2013B,2642830,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,6.46143E+23,561,-24,?,6.66197E-09,6.46143E+23,High
DDD,2013B,2643034,F,South Region,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn,0,341,-95,30,0,341,Zero
DDD,2013B,2643777,M,South Region,Lower Than A Level,Oct-20,0-35,5,60,N,Fail,4.81532E+17,367,-92,?,4.96477E-15,4.81532E+17,High
DDD,2013B,2647226,F,South West Region,HE Qualification,90-100%,0-35,0,60,N,Pass,7.88188E+27,1271,-283,?,8.12651E-05,7.88188E+27,High
DDD,2013B,2648271,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,0,4,-101,-9,0,4,Zero
DDD,2013B,2652066,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,60,N,Withdrawn,0,3,-43,57,0,3,Zero
DDD,2013B,2655683,M,West Midlands Region,No Formal quals,30-40%,0-35,0,60,N,Fail,6.65738E+25,1841,-85,?,6.864E-07,6.65738E+25,High
DDD,2013B,2656282,F,Scotland,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,385637,405,-4,80,3.97606E-27,386042,High
DDD,2013B,2659756,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,5350,881,-94,?,5.51605E-29,6231,High
DDD,2013B,2661870,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,N,Pass,7.35062E+23,378,-51,?,7.57876E-09,7.35062E+23,High
DDD,2013B,2665767,M,South West Region,A Level or Equivalent,30-40%,35-55,2,120,N,Withdrawn,87,640,-52,21,8.97002E-31,727,High
DDD,2013B,2666577,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,Y,Pass,8.0707E+27,588,-168,?,8.32119E-05,8.0707E+27,High
DDD,2013B,2667605,M,East Midlands Region,HE Qualification,50-60%,0-35,2,280,N,Withdrawn,0,0,-97,-45,0,0,Zero
DDD,2013B,2669206,M,South West Region,A Level or Equivalent,0-10%,0-35,2,90,N,Pass,4.4397E+21,854,-28,?,4.5775E-11,4.4397E+21,High
DDD,2013B,2672686,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,9.19587E+27,5809,-22,?,9.48129E-05,9.19587E+27,High
DDD,2013B,2677955,F,South Region,A Level or Equivalent,80-90%,0-35,0,70,N,Pass,9.59863E+21,1272,-109,?,9.89654E-11,9.59863E+21,High
DDD,2013B,2678338,F,East Anglian Region,No Formal quals,70-80%,0-35,1,120,N,Fail,7.57244E+13,1652,-28,?,7.80747E-19,7.57244E+13,High
DDD,2013B,2683836,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,8.47882E+25,781,-99,?,8.74198E-07,8.47882E+25,High
DDD,2013B,2685825,M,London Region,Lower Than A Level,70-80%,0-35,0,60,Y,Fail,0,0,-73,?,0,0,Zero
DDD,2013B,2686609,M,South West Region,A Level or Equivalent,30-40%,0-35,1,180,Y,Withdrawn,20,282,-172,30,2.06207E-31,302,Low
DDD,2013B,2689536,M,Scotland,HE Qualification,40-50%,35-55,0,120,Y,Pass,9.08693E+16,767,-88,?,9.36896E-16,9.08693E+16,High
DDD,2013B,2691780,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,7.97162E+12,308,-137,108,8.21904E-20,7.97162E+12,High
DDD,2013B,2692101,M,Wales,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,70376837,318,-50,153,7.25611E-25,70377155,High
DDD,2013B,2693243,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Distinction,7.7759E+27,2643,-204,?,8.01724E-05,7.7759E+27,High
DDD,2013B,2694933,F,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,Y,Pass,9.18994E+27,935,-34,?,9.47517E-05,9.18994E+27,High
DDD,2013B,2697773,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,0,148,-5,?,0,148,Zero
DDD,2013B,2707979,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,0,0,?,?,0,0,Zero
DDD,2013B,2710343,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,0,0,?,?,0,0,Zero
DDD,2013J,3733,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Withdrawn,0,0,-68,-8,0,0,Zero
DDD,2013J,8462,M,London Region,HE Qualification,30-40%,55<=,0,90,N,Withdrawn,938387,646,-137,119,9.67512E-27,939033,High
DDD,2013J,27417,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,4858526,410,-74,208,5.00932E-26,4858936,High
DDD,2013J,27935,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail,75739063,813,-134,?,7.80898E-25,75739876,High
DDD,2013J,28046,F,Yorkshire Region,HE Qualification,Oct-20,35-55,0,70,N,Fail,5.85749E+13,661,-190,?,6.0393E-19,5.85749E+13,High
DDD,2013J,29411,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,7.57994E+13,841,-96,?,7.8152E-19,7.57994E+13,High
DDD,2013J,30549,M,South East Region,A Level or Equivalent,0-10%,35-55,2,60,N,Fail,35,137,-102,?,3.60863E-31,172,Low
DDD,2013J,31173,M,North Western Region,A Level or Equivalent,40-50%,35-55,1,60,N,Fail,9.25457E+13,858,-44,?,9.54181E-19,9.25457E+13,High
DDD,2013J,31269,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn,0,300,-53,19,0,300,Zero
DDD,2013J,33387,M,Scotland,HE Qualification,Oct-20,0-35,1,120,N,Withdrawn,655557,248,-43,179,6.75904E-27,655805,High
DDD,2013J,33681,M,South East Region,A Level or Equivalent,50-60%,35-55,2,60,Y,Withdrawn,947363,434,-151,208,9.76767E-27,947797,High
DDD,2013J,33897,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,50,322,-58,107,5.15519E-31,372,Medium
DDD,2013J,33930,F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,7.88389E+11,544,-143,?,8.12858E-21,7.88389E+11,High
DDD,2013J,34087,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Withdrawn,888383,294,-75,169,9.15956E-27,888677,High
DDD,2013J,34653,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,506235,213,-149,?,5.21947E-27,506448,High
DDD,2013J,35859,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,0,0,-151,?,0,0,Zero
DDD,2013J,39411,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,70,164,-36,?,7.21726E-31,234,High
DDD,2013J,39427,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,84,93,-37,223,8.66071E-31,177,High
DDD,2013J,40184,M,Wales,HE Qualification,30-40%,55<=,0,60,N,Distinction,9.58593E+15,1876,-106,?,9.88345E-17,9.58593E+15,High
DDD,2013J,40419,M,East Midlands Region,Lower Than A Level,20-30%,35-55,1,60,N,Pass,8.27187E+13,560,-57,?,8.5286E-19,8.27187E+13,High
DDD,2013J,40563,F,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,9.48498E+13,584,-43,?,9.77936E-19,9.48498E+13,High
DDD,2013J,42818,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,Y,Fail,39,200,-124,?,4.02105E-31,239,Low
DDD,2013J,46633,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0,0,-162,0,0,0,Zero
DDD,2013J,47063,M,London Region,HE Qualification,40-50%,35-55,0,120,N,Withdrawn,43388729,137,-73,153,4.47354E-25,43388866,High
DDD,2013J,48152,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,5.96251E+11,528,-139,?,6.14757E-21,5.96251E+11,High
DDD,2013J,49530,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,60,N,Withdrawn,0,0,-61,-43,0,0,Zero
DDD,2013J,50610,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,70,Y,Fail,908884,13,-151,?,9.37093E-27,908897,High
DDD,2013J,51163,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,8.76862E+13,1167,-179,?,9.04077E-19,8.76862E+13,High
DDD,2013J,52494,F,South Region,Lower Than A Level,90-100%,0-35,0,240,N,Withdrawn,0,0,-190,-57,0,0,Zero
DDD,2013J,57227,F,North Western Region,Lower Than A Level,60-70%,0-35,1,160,N,Pass,8.68588E+11,1425,-46,?,8.95546E-21,8.68588E+11,High
DDD,2013J,57818,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,9.49294E+14,3037,-139,?,9.78758E-18,9.49294E+14,High
DDD,2013J,59275,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail,54674940,522,-72,?,5.63719E-25,54675462,High
DDD,2013J,59370,M,Ireland,A Level or Equivalent,0-10%,35-55,0,180,N,Pass,8.27574E+13,2057,-33,?,8.53259E-19,8.27574E+13,High
DDD,2013J,63566,M,South East Region,HE Qualification,70-80%,55<=,0,120,N,Fail,6.7667E+13,1232,-85,?,6.97672E-19,6.7667E+13,High
DDD,2013J,63856,M,Scotland,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,7.57174E+13,965,-176,?,7.80675E-19,7.57174E+13,High
DDD,2013J,66047,F,North Western Region,HE Qualification,0-10%,0-35,4,90,Y,Withdrawn,43,52,-166,39,4.43346E-31,95,Medium
DDD,2013J,66577,F,North Western Region,HE Qualification,Oct-20,0-35,1,60,N,Fail,857985,143,-32,?,8.84615E-27,858128,High
DDD,2013J,67471,F,London Region,Lower Than A Level,20-30%,0-35,2,60,N,Pass,6.95978E+13,1113,-124,?,7.17579E-19,6.95978E+13,High
DDD,2013J,67505,F,North Region,A Level or Equivalent,?,35-55,1,60,N,Fail,53753891,1246,-29,?,5.54223E-25,53755137,High
DDD,2013J,68011,M,London Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn,7686,360,-68,62,7.92455E-29,8046,High
DDD,2013J,68376,M,Yorkshire Region,HE Qualification,90-100%,0-35,0,60,N,Pass,8.69088E+11,1085,-38,?,8.96063E-21,8.69088E+11,High
DDD,2013J,69489,M,South West Region,Lower Than A Level,80-90%,0-35,1,150,N,Withdrawn,0,106,-157,87,0,106,Zero
DDD,2013J,71209,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,6.77951E+13,483,-74,?,6.98993E-19,6.77951E+13,High
DDD,2013J,74130,M,South Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,0,0,-201,-56,0,0,Zero
DDD,2013J,74502,F,Wales,Lower Than A Level,60-70%,0-35,0,120,N,Pass,6.86975E+11,3630,-139,?,7.08296E-21,6.86975E+11,High
DDD,2013J,77241,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,6181?,224,-37,164,#VALUE!,#VALUE!,High
DDD,2013J,78170,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,9.18582E+13,2669,-156,?,9.47092E-19,9.18582E+13,High
DDD,2013J,80329,M,South Region,Lower Than A Level,80-90%,0-35,1,120,N,Withdrawn,7338,453,-61,178,7.56575E-29,7791,High
DDD,2013J,80868,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,5.77985E+13,4476,-187,?,5.95924E-19,5.77985E+13,High
DDD,2013J,82088,F,East Midlands Region,HE Qualification,70-80%,35-55,2,60,N,Fail,877183,1100,-67,?,9.04408E-27,878283,High
DDD,2013J,83588,M,South West Region,HE Qualification,50-60%,35-55,2,60,N,Fail,79789135,0,-156,?,8.22656E-25,79789135,High
DDD,2013J,84605,M,North Region,A Level or Equivalent,?,35-55,0,120,N,Withdrawn,819090,806,-46,170,8.44512E-27,819896,High
DDD,2013J,85325,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,59,81,-124,69,6.08312E-31,140,Medium
DDD,2013J,89188,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,7.77765E+13,1760,-110,?,8.01904E-19,7.77765E+13,High
DDD,2013J,89727,F,Wales,A Level or Equivalent,40-50%,0-35,0,70,N,Fail,5057645357,406,-75,?,5.21462E-23,5057645763,High
DDD,2013J,90979,F,East Anglian Region,HE Qualification,80-90%,35-55,0,120,N,Fail,63597312,168,-46,?,6.55712E-25,63597480,High
DDD,2013J,91354,M,Ireland,A Level or Equivalent,90-100%,0-35,1,60,Y,Withdrawn,7773,103,-46,218,8.01425E-29,7876,High
DDD,2013J,92166,M,South East Region,HE Qualification,90-100%,35-55,3,60,N,Withdrawn,0,0,-74,-49,0,0,Zero
DDD,2013J,92312,M,Wales,Lower Than A Level,50-60%,0-35,3,60,N,Fail,0,39,-54,?,0,39,Zero
DDD,2013J,92391,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,1,60,N,Fail,6961562840,229,-145,?,7.17763E-23,6961563069,High
DDD,2013J,102850,F,South West Region,A Level or Equivalent,70-80%,35-55,0,165,N,Pass,6.89796E+13,1749,-39,?,7.11205E-19,6.89796E+13,High
DDD,2013J,103800,M,Wales,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,6.35693E+13,170,-82,?,6.55423E-19,6.35693E+13,High
DDD,2013J,104643,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,7.78184E+13,1496,-152,?,8.02337E-19,7.78184E+13,High
DDD,2013J,104772,M,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,6756,816,-40,97,6.96569E-29,7572,High
DDD,2013J,105523,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Pass,8.16971E+12,753,-37,?,8.42328E-20,8.16971E+12,High
DDD,2013J,108275,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,120,Y,Withdrawn,0,0,-36,-15,0,0,Zero
DDD,2013J,108789,M,London Region,A Level or Equivalent,Oct-20,0-35,0,70,Y,Fail,27,102,-165,?,2.7838E-31,129,Low
DDD,2013J,111360,M,West Midlands Region,HE Qualification,30-40%,0-35,3,60,N,Fail,66222336,311,-45,?,6.82777E-25,66222647,High
DDD,2013J,111548,F,South West Region,A Level or Equivalent,70-80%,0-35,1,120,N,Withdrawn,26271324,542,-152,164,2.70867E-25,26271866,High
DDD,2013J,111926,M,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,738482,967,-44,?,7.61403E-27,739449,High
DDD,2013J,114558,M,North Region,Lower Than A Level,?,0-35,0,60,N,Pass,8.1816E+11,1620,-86,?,8.43553E-21,8.1816E+11,High
DDD,2013J,118887,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0,10,-96,46,0,10,Zero
DDD,2013J,120999,M,East Anglian Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,5.4888E+13,507,-60,?,5.65915E-19,5.4888E+13,High
DDD,2013J,122739,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,6154421135,526,-34,?,6.34544E-23,6154421661,High
DDD,2013J,123497,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,8071,497,-72,?,8.3215E-29,8568,High
DDD,2013J,123598,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,Y,Distinction,6.59082E+11,806,-32,?,6.79538E-21,6.59082E+11,High
DDD,2013J,123957,F,North Western Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,476769,609,-39,149,4.91567E-27,477378,High
DDD,2013J,124006,F,Scotland,A Level or Equivalent,30-40%,0-35,1,70,Y,Pass,6.17775E+11,734,-51,?,6.36949E-21,6.17775E+11,High
DDD,2013J,124387,M,Scotland,Post Graduate Qualification,80-90%,35-55,0,60,N,Withdrawn,0,56,-58,135,0,56,Zero
DDD,2013J,126394,M,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,8.39295E+13,1884,-37,?,8.65344E-19,8.39295E+13,High
DDD,2013J,126812,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,5.27374E+11,2201,-61,?,5.43742E-21,5.27374E+11,High
DDD,2013J,127988,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,7258885669,186,-26,?,7.48418E-23,7258885855,High
DDD,2013J,128656,F,North Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,7776944560,386,-24,?,8.01832E-23,7776944946,High
DDD,2013J,128965,M,South West Region,A Level or Equivalent,60-70%,55<=,1,60,N,Pass,7.1676E+11,518,-145,?,7.39006E-21,7.1676E+11,High
DDD,2013J,130467,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,8.07968E+13,1224,-193,?,8.33045E-19,8.07968E+13,High
DDD,2013J,130671,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,9580914162,980,-45,?,9.87828E-23,9580915142,High
DDD,2013J,130837,M,Scotland,A Level or Equivalent,Oct-20,0-35,0,60,Y,Fail,0,66,-39,?,0,66,Zero
DDD,2013J,131222,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,7.87088E+13,2063,-152,?,8.11517E-19,7.87088E+13,High
DDD,2013J,132401,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,9391888447,996,-90,?,9.68339E-23,9391889443,High
DDD,2013J,135385,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,5.66272E+13,2500,-69,?,5.83848E-19,5.66272E+13,High
DDD,2013J,138709,M,North Region,Lower Than A Level,Oct-20,0-35,1,60,Y,Withdrawn,0,187,-191,9,0,187,Zero
DDD,2013J,138715,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,627583,545,-94,160,6.47062E-27,628128,High
DDD,2013J,139843,M,North Western Region,HE Qualification,0-10%,0-35,2,60,N,Fail,408,127,-139,?,4.20663E-30,535,High
DDD,2013J,140807,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,8.28179E+13,2568,-148,?,8.53883E-19,8.28179E+13,High
DDD,2013J,141301,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,2,150,N,Withdrawn,84,392,-137,49,8.66071E-31,476,High
DDD,2013J,142998,F,North Western Region,HE Qualification,20-30%,35-55,1,120,Y,Withdrawn,0,7,-193,-3,0,7,Zero
DDD,2013J,144895,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,6.99095E+13,1501,-152,?,7.20793E-19,6.99095E+13,High
DDD,2013J,146485,M,North Region,Lower Than A Level,70-80%,0-35,0,90,N,Fail,8.86183E+13,856,-115,?,9.13687E-19,8.86183E+13,High
DDD,2013J,146666,F,East Anglian Region,HE Qualification,60-70%,35-55,0,120,N,Fail,6.05067E+13,708,-29,?,6.23847E-19,6.05067E+13,High
DDD,2013J,148008,M,North Western Region,A Level or Equivalent,50-60%,0-35,2,60,N,Fail,63798219,529,-75,?,6.57783E-25,63798748,High
DDD,2013J,148515,F,Scotland,Lower Than A Level,30-40%,0-35,1,60,N,Fail,0,28,-164,?,0,28,Zero
DDD,2013J,156783,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,8.77273E+13,1101,-54,?,9.04501E-19,8.77273E+13,High
DDD,2013J,157310,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,210,N,Pass,6.99782E+13,923,-16,?,7.21501E-19,6.99782E+13,High
DDD,2013J,158611,M,East Midlands Region,HE Qualification,80-90%,0-35,1,60,N,Pass,5.56362E+13,752,-61,?,5.7363E-19,5.56362E+13,High
DDD,2013J,160178,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,0,0,-89,-24,0,0,Zero
DDD,2013J,162337,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,65,777,-96,?,6.70174E-31,842,Medium
DDD,2013J,164935,M,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass,9.48075E+13,673,-137,?,9.77501E-19,9.48075E+13,High
DDD,2013J,165178,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,59,395,-129,37,6.08312E-31,454,Medium
DDD,2013J,169079,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,9.89294E+13,1832,-54,?,1.02E-18,9.89294E+13,High
DDD,2013J,169700,M,North Western Region,No Formal quals,0-10%,35-55,0,60,N,Fail,0,32,-148,?,0,32,Zero
DDD,2013J,172965,M,Scotland,Post Graduate Qualification,60-70%,35-55,0,150,N,Withdrawn,0,0,-54,-32,0,0,Zero
DDD,2013J,173004,F,Ireland,HE Qualification,60-70%,0-35,1,90,N,Fail,5.37276E+13,156,-32,?,5.53951E-19,5.37276E+13,High
DDD,2013J,173370,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,6.26776E+13,1350,-57,?,6.46229E-19,6.26776E+13,High
DDD,2013J,177354,F,Wales,Lower Than A Level,80-90%,0-35,1,90,N,Pass,9.69593E+13,923,-59,?,9.99687E-19,9.69593E+13,High
DDD,2013J,178020,F,London Region,No Formal quals,20-30%,0-35,0,120,N,Pass,7.27084E+11,1026,-40,?,7.4965E-21,7.27084E+11,High
DDD,2013J,179718,F,South East Region,HE Qualification,20-30%,35-55,2,150,Y,Fail,776963,1197,-40,?,8.01078E-27,778160,High
DDD,2013J,179904,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,654476,620,-108,?,6.74789E-27,655096,High
DDD,2013J,180651,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,8.78599E+13,890,-60,?,9.05868E-19,8.78599E+13,High
DDD,2013J,184025,F,North Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,0,112,-148,?,0,112,Zero
DDD,2013J,185024,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,180,Y,Withdrawn,0,240,-61,170,0,240,Zero
DDD,2013J,185127,M,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,9.17285E+11,462,-54,?,9.45755E-21,9.17285E+11,High
DDD,2013J,188875,M,Yorkshire Region,HE Qualification,Oct-20,35-55,0,60,N,Fail,58,203,-81,?,5.98002E-31,261,Medium
DDD,2013J,189624,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,150,N,Pass,8.48287E+13,1958,-151,?,8.74615E-19,8.48287E+13,High
DDD,2013J,191445,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,7.1847E+11,944,-57,?,7.40769E-21,7.1847E+11,High
